Species	Symbol	Ensembl	Family	Protein	Entrez ID
Mus_musculus	Zscan4-ps1	ENSMUSG00000110103	zf-C2H2	ENSMUSP00000131258;	-
Mus_musculus	Gm14322	ENSMUSG00000078864	zf-C2H2	ENSMUSP00000104570;ENSMUSP00000136870;	626802
Mus_musculus	Zfp968	ENSMUSG00000078898	zf-C2H2	ENSMUSP00000104675;	100043914
Mus_musculus	Zfp383	ENSMUSG00000099689	zf-C2H2	ENSMUSP00000140742;	73729
Mus_musculus	Zfp454	ENSMUSG00000048728	zf-C2H2	ENSMUSP00000061824;ENSMUSP00000129125;ENSMUSP00000104759;	237758
Mus_musculus	Foxi3	ENSMUSG00000055874	Fork_head	ENSMUSP00000065664;ENSMUSP00000125380;	232077
Mus_musculus	Smad4	ENSMUSG00000024515	MH1	ENSMUSP00000025393;ENSMUSP00000110589;	17128
Mus_musculus	Zfp977	ENSMUSG00000092335	zf-C2H2	ENSMUSP00000134517;	208111
Mus_musculus	Irx1	ENSMUSG00000060969	Homeobox	ENSMUSP00000152128;ENSMUSP00000076562;	16371
Mus_musculus	Zfp967	ENSMUSG00000095199	zf-C2H2	ENSMUSP00000136521;	100303732
Mus_musculus	Sp3	ENSMUSG00000027109	zf-C2H2	ENSMUSP00000099750;ENSMUSP00000065807;	20687
Mus_musculus	Zfp362	ENSMUSG00000028799	zf-C2H2	ENSMUSP00000101686;ENSMUSP00000065733;ENSMUSP00000128499;	230761
Mus_musculus	Zbtb5	ENSMUSG00000049657	ZBTB	ENSMUSP00000136507;ENSMUSP00000136507;ENSMUSP00000103447;ENSMUSP00000103447;ENSMUSP00000059919;ENSMUSP00000059919;	230119
Mus_musculus	Zbtb39	ENSMUSG00000044617	ZBTB	ENSMUSP00000052717;ENSMUSP00000052717;	320080
Mus_musculus	Zkscan1	ENSMUSG00000029729	zf-C2H2	ENSMUSP00000106588;ENSMUSP00000019660;ENSMUSP00000106587;ENSMUSP00000068480;	74570
Mus_musculus	Etv1	ENSMUSG00000004151	ETS	ENSMUSP00000093442;ENSMUSP00000125733;ENSMUSP00000125157;ENSMUSP00000125676;ENSMUSP00000125692;ENSMUSP00000124736;ENSMUSP00000124019;	14009
Mus_musculus	Glis2	ENSMUSG00000014303	zf-C2H2	ENSMUSP00000014447;	83396
Mus_musculus	Gm2026	ENSMUSG00000078886	zf-C2H2	ENSMUSP00000104636;	100039060
Mus_musculus	Mxi1	ENSMUSG00000025025	bHLH	ENSMUSP00000025998;ENSMUSP00000003870;ENSMUSP00000107366;	17859
Mus_musculus	Ets2	ENSMUSG00000022895	ETS	ENSMUSP00000023612;	23872
Mus_musculus	Creb1	ENSMUSG00000025958	TF_bZIP	ENSMUSP00000084624;ENSMUSP00000139995;ENSMUSP00000140112;ENSMUSP00000132860;ENSMUSP00000059973;	12912
Mus_musculus	Gm45871	ENSMUSG00000110277	zf-C2H2	ENSMUSP00000147542;	108168395
Mus_musculus	Rfx6	ENSMUSG00000019900	RFX	ENSMUSP00000116057;ENSMUSP00000151430;	320995
Mus_musculus	Smad7	ENSMUSG00000025880	MH1	ENSMUSP00000129322;ENSMUSP00000133544;ENSMUSP00000026999;	17131
Mus_musculus	Zbtb44	ENSMUSG00000047412	ZBTB	ENSMUSP00000149386;ENSMUSP00000149386;ENSMUSP00000149969;ENSMUSP00000149969;ENSMUSP00000149121;ENSMUSP00000110877;ENSMUSP00000133109;	235132
Mus_musculus	Foxd4	ENSMUSG00000051490	Fork_head	ENSMUSP00000058575;	14237
Mus_musculus	Zkscan14	ENSMUSG00000029627	zf-C2H2	ENSMUSP00000124196;ENSMUSP00000031632;	67235
Mus_musculus	Rhox9	ENSMUSG00000097436	Homeobox	ENSMUSP00000138059;ENSMUSP00000137702;	-
Mus_musculus	Nkx1-2	ENSMUSG00000048528	Homeobox	ENSMUSP00000052778;	20231
Mus_musculus	Zfp973	ENSMUSG00000078879	zf-C2H2	ENSMUSP00000104613;	545490
Mus_musculus	Hmgb3	ENSMUSG00000015217	HMG	ENSMUSP00000110232;ENSMUSP00000116937;ENSMUSP00000110229;ENSMUSP00000086260;ENSMUSP00000015361;	15354
Mus_musculus	Isx	ENSMUSG00000031621	Homeobox	ENSMUSP00000034034;ENSMUSP00000134368;	71597
Mus_musculus	Zfp592	ENSMUSG00000005621	zf-C2H2	ENSMUSP00000102976;	233410
Mus_musculus	Rhox4b	ENSMUSG00000071771	Homeobox	ENSMUSP00000094197;	57737
Mus_musculus	Rsl1	ENSMUSG00000058900	zf-C2H2	ENSMUSP00000021997;	380855
Mus_musculus	Zfp382	ENSMUSG00000074220	zf-C2H2	ENSMUSP00000096196;	233060
Mus_musculus	Zfp354b	ENSMUSG00000020335	zf-C2H2	ENSMUSP00000104752;ENSMUSP00000127671;	27274
Mus_musculus	Zfp281	ENSMUSG00000041483	zf-C2H2	ENSMUSP00000039003;ENSMUSP00000107677;	226442
Mus_musculus	Sp6	ENSMUSG00000038560	zf-C2H2	ENSMUSP00000103248;ENSMUSP00000039307;	83395
Mus_musculus	Camta1	ENSMUSG00000014592	CG-1	ENSMUSP00000054804;ENSMUSP00000127916;ENSMUSP00000095381;	100072
Mus_musculus	Meox1	ENSMUSG00000001493	Homeobox	ENSMUSP00000051158;	17285
Mus_musculus	Cdx4	ENSMUSG00000031326	Homeobox	ENSMUSP00000033689;	12592
Mus_musculus	Foxc1	ENSMUSG00000050295	Fork_head	ENSMUSP00000052196;	17300
Mus_musculus	Emx2	ENSMUSG00000043969	Homeobox	ENSMUSP00000053361;	13797
Mus_musculus	Zfp101	ENSMUSG00000055240	zf-C2H2	ENSMUSP00000132508;	22643
Mus_musculus	Hoxb7	ENSMUSG00000038721	Homeobox	ENSMUSP00000040121;	15415
Mus_musculus	Zfp687	ENSMUSG00000019338	zf-C2H2	ENSMUSP00000019482;	78266
Mus_musculus	Usf3	ENSMUSG00000068284	bHLH	ENSMUSP00000085694;ENSMUSP00000112620;ENSMUSP00000128627;	207806
Mus_musculus	Pou5f2	ENSMUSG00000093668	Pou	ENSMUSP00000135597;	75507
Mus_musculus	Zfp983	ENSMUSG00000035868	zf-C2H2	ENSMUSP00000039392;	73229
Mus_musculus	Nfx1	ENSMUSG00000028423	zf-NF-X1	ENSMUSP00000095747;ENSMUSP00000089203;ENSMUSP00000030133;	74164
Mus_musculus	Mbtps2	ENSMUSG00000046873	zf-C2H2	ENSMUSP00000137233;	270669
Mus_musculus	Zfp68	ENSMUSG00000058291	zf-C2H2	ENSMUSP00000083013;ENSMUSP00000069615;ENSMUSP00000106530;	24135
Mus_musculus	Thrb	ENSMUSG00000021779	THR-like	ENSMUSP00000153355;ENSMUSP00000089053;ENSMUSP00000022303;ENSMUSP00000022304;	21834
Mus_musculus	Ptf1a	ENSMUSG00000026735	bHLH	ENSMUSP00000028068;	19213
Mus_musculus	Cphx3	ENSMUSG00000094817	Homeobox	ENSMUSP00000129288;ENSMUSP00000139300;	100039280
Mus_musculus	Esrrg	ENSMUSG00000026610	ESR-like	ENSMUSP00000106563;ENSMUSP00000106564;ENSMUSP00000027906;	26381
Mus_musculus	Lbx2	ENSMUSG00000034968	Homeobox	ENSMUSP00000047134;	16815
Mus_musculus	Ubp1	ENSMUSG00000009741	CP2	ENSMUSP00000112192;ENSMUSP00000009885;ENSMUSP00000150023;ENSMUSP00000149908;ENSMUSP00000081946;	22221
Mus_musculus	Myt1	ENSMUSG00000010505	zf-C2HC	ENSMUSP00000121394;ENSMUSP00000115697;ENSMUSP00000104387;ENSMUSP00000079900;ENSMUSP00000122011;ENSMUSP00000104388;	17932
Mus_musculus	Zscan22	ENSMUSG00000054715	zf-C2H2	ENSMUSP00000113486;ENSMUSP00000112684;ENSMUSP00000113314;ENSMUSP00000057651;	232878
Mus_musculus	Zfp931	ENSMUSG00000078861	zf-C2H2	ENSMUSP00000104552;	353208
Mus_musculus	Egr3	ENSMUSG00000033730	zf-C2H2	ENSMUSP00000037042;ENSMUSP00000153491;	13655
Mus_musculus	Zbtb16	ENSMUSG00000066687	ZBTB	ENSMUSP00000150887;ENSMUSP00000150887;ENSMUSP00000091374;ENSMUSP00000091374;	235320
Mus_musculus	Rhox4c	ENSMUSG00000079635	Homeobox	ENSMUSP00000110837;	434759
Mus_musculus	Zfp688	ENSMUSG00000045251	zf-C2H2	ENSMUSP00000119731;ENSMUSP00000101907;	69234
Mus_musculus	Neurod6	ENSMUSG00000037984	bHLH	ENSMUSP00000047016;	11922
Mus_musculus	Stat5a	ENSMUSG00000004043	STAT	ENSMUSP00000102979;ENSMUSP00000004145;ENSMUSP00000102980;	20850
Mus_musculus	Sox7	ENSMUSG00000063060	HMG	ENSMUSP00000078597;	20680
Mus_musculus	Gm32802	ENSMUSG00000112252	MYB	ENSMUSP00000151607;	-
Mus_musculus	Tbx2	ENSMUSG00000000093	T-box	ENSMUSP00000000095;	21385
Mus_musculus	Tgif1	ENSMUSG00000047407	Homeobox	ENSMUSP00000124168;ENSMUSP00000130930;ENSMUSP00000060512;ENSMUSP00000113192;ENSMUSP00000127139;ENSMUSP00000115375;	21815
Mus_musculus	Nr5a1	ENSMUSG00000026751	SF-like	ENSMUSP00000028084;ENSMUSP00000108504;	26423
Mus_musculus	Irx5	ENSMUSG00000031737	Homeobox	ENSMUSP00000147339;ENSMUSP00000034184;	54352
Mus_musculus	Zfp219	ENSMUSG00000049295	zf-C2H2	ENSMUSP00000154200;ENSMUSP00000068184;ENSMUSP00000154448;ENSMUSP00000153966;ENSMUSP00000153742;ENSMUSP00000154709;ENSMUSP00000126854;ENSMUSP00000154367;ENSMUSP00000154768;	69890
Mus_musculus	Vezf1	ENSMUSG00000018377	zf-C2H2	ENSMUSP00000018521;ENSMUSP00000114394;	22344
Mus_musculus	Otp	ENSMUSG00000021685	Homeobox	ENSMUSP00000022195;	18420
Mus_musculus	Zfp513	ENSMUSG00000043059	zf-C2H2	ENSMUSP00000031562;ENSMUSP00000110238;	101023
Mus_musculus	Bhlhe22	ENSMUSG00000025128	bHLH	ENSMUSP00000026120;	59058
Mus_musculus	Mlxipl	ENSMUSG00000005373	bHLH	ENSMUSP00000116358;ENSMUSP00000122198;ENSMUSP00000121668;ENSMUSP00000005507;ENSMUSP00000121348;	58805
Mus_musculus	Klf6	ENSMUSG00000000078	zf-C2H2	ENSMUSP00000000080;	23849
Mus_musculus	Zfp729b	ENSMUSG00000058093	zf-C2H2	ENSMUSP00000012873;ENSMUSP00000115783;	100416706
Mus_musculus	Myt1l	ENSMUSG00000061911	zf-C2HC	ENSMUSP00000058264;ENSMUSP00000151977;ENSMUSP00000021009;ENSMUSP00000151588;	17933
Mus_musculus	Zfp534	ENSMUSG00000062518	zf-C2H2	ENSMUSP00000113561;	100503584
Mus_musculus	Adnp	ENSMUSG00000051149	Homeobox	ENSMUSP00000056809;ENSMUSP00000085316;	11538
Mus_musculus	Zscan12	ENSMUSG00000036721	zf-C2H2	ENSMUSP00000153548;ENSMUSP00000058904;ENSMUSP00000097308;	22758
Mus_musculus	Zfp987	ENSMUSG00000066009	zf-C2H2	ENSMUSP00000089493;	626316
Mus_musculus	Myod1	ENSMUSG00000009471	bHLH	ENSMUSP00000072330;	17927
Mus_musculus	Zfp456	ENSMUSG00000078995	zf-C2H2	ENSMUSP00000059686;	408065
Mus_musculus	Batf	ENSMUSG00000034266	TF_bZIP	ENSMUSP00000040706;	53314
Mus_musculus	Zfp991	ENSMUSG00000067916	zf-C2H2	ENSMUSP00000081167;	666532
Mus_musculus	Zfp410	ENSMUSG00000042472	zf-C2H2	ENSMUSP00000152098;ENSMUSP00000152817;ENSMUSP00000152441;ENSMUSP00000152225;ENSMUSP00000152157;ENSMUSP00000045550;	52708
Mus_musculus	Tbx19	ENSMUSG00000026572	T-box	ENSMUSP00000123909;ENSMUSP00000027859;	83993
Mus_musculus	Foxn3	ENSMUSG00000033713	Fork_head	ENSMUSP00000082189;ENSMUSP00000135749;ENSMUSP00000135814;ENSMUSP00000036035;ENSMUSP00000135082;	71375
Mus_musculus	Neurog1	ENSMUSG00000048904	bHLH	ENSMUSP00000050484;	18014
Mus_musculus	Zfp819	ENSMUSG00000055102	zf-C2H2	ENSMUSP00000112026;ENSMUSP00000032661;ENSMUSP00000113867;	74400
Mus_musculus	Hes2	ENSMUSG00000028940	bHLH	ENSMUSP00000030782;	15206
Mus_musculus	Zfp867	ENSMUSG00000054519	zf-C2H2	ENSMUSP00000050746;	237775
Mus_musculus	Zfp655	ENSMUSG00000007812	zf-C2H2	ENSMUSP00000128969;	72611
Mus_musculus	Gm28047	ENSMUSG00000052414	TF_bZIP	ENSMUSP00000138975;	-
Mus_musculus	Cdip1	ENSMUSG00000004071	zf-LITAF-like	ENSMUSP00000120143;ENSMUSP00000113618;ENSMUSP00000004173;ENSMUSP00000113889;	66626
Mus_musculus	Zfp467	ENSMUSG00000068551	zf-C2H2	ENSMUSP00000110208;ENSMUSP00000110207;	68910
Mus_musculus	Zfp512b	ENSMUSG00000000823	zf-C2H2	ENSMUSP00000121721;ENSMUSP00000104417;ENSMUSP00000115601;ENSMUSP00000123579;	269401
Mus_musculus	Hnf4g	ENSMUSG00000017688	RXR-like	ENSMUSP00000104031;ENSMUSP00000104030;	30942
Mus_musculus	E2f6	ENSMUSG00000057469	E2F	ENSMUSP00000020908;	50496
Mus_musculus	Sox21	ENSMUSG00000061517	HMG	ENSMUSP00000127396;	223227
Mus_musculus	Neurod4	ENSMUSG00000048015	bHLH	ENSMUSP00000051379;	11923
Mus_musculus	Zfp786	ENSMUSG00000051499	zf-C2H2	ENSMUSP00000057495;	330301
Mus_musculus	Mis18bp1	ENSMUSG00000047534	MYB	ENSMUSP00000052109;	217653
Mus_musculus	Creb5	ENSMUSG00000053007	TF_bZIP	ENSMUSP00000038532;ENSMUSP00000144851;ENSMUSP00000144719;ENSMUSP00000144979;	231991
Mus_musculus	Foxo6	ENSMUSG00000052135	Fork_head	ENSMUSP00000099716;	329934
Mus_musculus	Zfp369	ENSMUSG00000021514	zf-C2H2	ENSMUSP00000119114;	170936
Mus_musculus	Rbpjl	ENSMUSG00000017007	CSL	ENSMUSP00000017151;	19668
Mus_musculus	Rhox10	ENSMUSG00000053909	Homeobox	ENSMUSP00000110803;	434769
Mus_musculus	Zfp719	ENSMUSG00000030469	zf-C2H2	ENSMUSP00000050968;	210105
Mus_musculus	Zfp825	ENSMUSG00000069208	zf-C2H2	ENSMUSP00000144128;ENSMUSP00000073973;ENSMUSP00000152719;	235956
Mus_musculus	Nr1h5	ENSMUSG00000048938	THR-like	ENSMUSP00000052557;ENSMUSP00000143445;ENSMUSP00000143764;ENSMUSP00000142345;ENSMUSP00000142799;	381463
Mus_musculus	Gm4724	ENSMUSG00000078897	zf-C2H2	ENSMUSP00000104674;ENSMUSP00000104673;	100043915
Mus_musculus	Nkx3-1	ENSMUSG00000022061	Homeobox	ENSMUSP00000022646;	18095
Mus_musculus	Crxos	ENSMUSG00000074365	Homeobox	ENSMUSP00000096399;ENSMUSP00000130485;ENSMUSP00000133563;ENSMUSP00000138891;	546024
Mus_musculus	Rhox12	ENSMUSG00000071766	Homeobox	ENSMUSP00000110799;ENSMUSP00000094191;ENSMUSP00000139303;	382282
Mus_musculus	Zfp97	ENSMUSG00000095990	zf-C2H2	ENSMUSP00000114301;	22759
Mus_musculus	Ascl1	ENSMUSG00000020052	bHLH	ENSMUSP00000020243;	17172
Mus_musculus	Gata4	ENSMUSG00000021944	zf-GATA	ENSMUSP00000113451;ENSMUSP00000066927;ENSMUSP00000113891;	14463
Mus_musculus	Zfp710	ENSMUSG00000048897	zf-C2H2	ENSMUSP00000146148;ENSMUSP00000050577;ENSMUSP00000132361;ENSMUSP00000129357;	209225
Mus_musculus	Sp140	ENSMUSG00000070031	SAND	ENSMUSP00000079095;ENSMUSP00000125026;	434484
Mus_musculus	Nr1d1	ENSMUSG00000020889	THR-like	ENSMUSP00000069505;	217166
Mus_musculus	Gata3	ENSMUSG00000015619	zf-GATA	ENSMUSP00000100041;	14462
Mus_musculus	Foxf1	ENSMUSG00000042812	Fork_head	ENSMUSP00000137662;	15227
Mus_musculus	Rbak	ENSMUSG00000061898	zf-C2H2	ENSMUSP00000128731;ENSMUSP00000059273;	57782
Mus_musculus	Klf16	ENSMUSG00000035397	zf-C2H2	ENSMUSP00000048825;	118445
Mus_musculus	Mael	ENSMUSG00000040629	HMG	ENSMUSP00000045828;ENSMUSP00000141652;	98558
Mus_musculus	Creb3l2	ENSMUSG00000038648	TF_bZIP	ENSMUSP00000040208;	208647
Mus_musculus	Pax5	ENSMUSG00000014030	PAX	ENSMUSP00000133540;ENSMUSP00000139296;ENSMUSP00000014174;ENSMUSP00000099996;ENSMUSP00000134712;ENSMUSP00000103458;ENSMUSP00000134391;ENSMUSP00000141186;ENSMUSP00000103457;ENSMUSP00000128880;ENSMUSP00000134119;ENSMUSP00000133671;ENSMUSP00000134370;ENSMUSP00000103455;ENSMUSP00000133978;	18507
Mus_musculus	Lcorl	ENSMUSG00000015882	HTH	ENSMUSP00000084408;ENSMUSP00000016026;	100041576
Mus_musculus	Prdm13	ENSMUSG00000040478	zf-C2H2	ENSMUSP00000092761;ENSMUSP00000075562;	230025
Mus_musculus	Tgif2	ENSMUSG00000062175	Homeobox	ENSMUSP00000073074;ENSMUSP00000096745;	228839
Mus_musculus	Hoxd4	ENSMUSG00000115956	Homeobox	ENSMUSP00000047949;	15436
Mus_musculus	Lhx9	ENSMUSG00000019230	Homeobox	ENSMUSP00000107657;ENSMUSP00000019374;ENSMUSP00000036480;ENSMUSP00000091198;ENSMUSP00000107661;	16876
Mus_musculus	Zfp648	ENSMUSG00000066797	zf-C2H2	ENSMUSP00000083370;	100503355
Mus_musculus	Zfp791	ENSMUSG00000074194	zf-C2H2	ENSMUSP00000147335;ENSMUSP00000096150;	244556
Mus_musculus	Hmg20b	ENSMUSG00000020232	HMG	ENSMUSP00000115459;ENSMUSP00000100961;ENSMUSP00000117322;ENSMUSP00000128807;ENSMUSP00000020454;ENSMUSP00000137861;ENSMUSP00000100960;	15353
Mus_musculus	Mier1	ENSMUSG00000028522	MYB	ENSMUSP00000102470;ENSMUSP00000095558;ENSMUSP00000030247;ENSMUSP00000102471;ENSMUSP00000102468;	71148
Mus_musculus	Gm9805	ENSMUSG00000046088	zf-C2H2	ENSMUSP00000085973;	-
Mus_musculus	Bcl6b	ENSMUSG00000000317	ZBTB	ENSMUSP00000000326;ENSMUSP00000000326;ENSMUSP00000121365;	12029
Mus_musculus	Gli1	ENSMUSG00000025407	zf-C2H2	ENSMUSP00000026474;	14632
Mus_musculus	Barx2	ENSMUSG00000032033	Homeobox	ENSMUSP00000112314;	12023
Mus_musculus	Prdm5	ENSMUSG00000029913	zf-C2H2	ENSMUSP00000031976;ENSMUSP00000031973;ENSMUSP00000079979;ENSMUSP00000133423;	70779
Mus_musculus	Zfp932	ENSMUSG00000066613	zf-C2H2	ENSMUSP00000108159;ENSMUSP00000140446;ENSMUSP00000119843;ENSMUSP00000121749;ENSMUSP00000108155;	69504
Mus_musculus	Zfp641	ENSMUSG00000022987	zf-C2H2	ENSMUSP00000133212;ENSMUSP00000023722;	239652
Mus_musculus	Gm14410	ENSMUSG00000078870	zf-C2H2	ENSMUSP00000114668;	-
Mus_musculus	Hmgxb3	ENSMUSG00000024622	HMG	ENSMUSP00000089498;	106894
Mus_musculus	Zfp760	ENSMUSG00000067928	zf-C2H2	ENSMUSP00000073038;	240034
Mus_musculus	Ar	ENSMUSG00000046532	ESR-like	ENSMUSP00000052648;	11835
Mus_musculus	Scx	ENSMUSG00000034161	bHLH	ENSMUSP00000043668;	20289
Mus_musculus	Arid2	ENSMUSG00000033237	ARID	ENSMUSP00000093969;ENSMUSP00000135829;	77044
Mus_musculus	Smarca1	ENSMUSG00000031099	MYB	ENSMUSP00000099138;ENSMUSP00000076769;ENSMUSP00000086366;	93761
Mus_musculus	Zfp263	ENSMUSG00000022529	zf-C2H2	ENSMUSP00000124433;ENSMUSP00000023176;	74120
Mus_musculus	Atoh8	ENSMUSG00000037621	bHLH	ENSMUSP00000036981;ENSMUSP00000145790;	71093
Mus_musculus	Zfp52	ENSMUSG00000051341	zf-C2H2	ENSMUSP00000078233;	22710
Mus_musculus	Ovol3	ENSMUSG00000100512	zf-C2H2	ENSMUSP00000140811;	381867
Mus_musculus	Rhox8	ENSMUSG00000064137	Homeobox	ENSMUSP00000071782;	434768
Mus_musculus	Zfp119b	ENSMUSG00000062101	zf-C2H2	ENSMUSP00000058300;ENSMUSP00000139791;	240120
Mus_musculus	Npas2	ENSMUSG00000026077	bHLH	ENSMUSP00000054719;ENSMUSP00000134241;	18143
Mus_musculus	Etv4	ENSMUSG00000017724	ETS	ENSMUSP00000102794;ENSMUSP00000017868;ENSMUSP00000129261;	18612
Mus_musculus	Zfp597	ENSMUSG00000039789	zf-C2H2	ENSMUSP00000088009;	71063
Mus_musculus	Glis1	ENSMUSG00000034762	zf-C2H2	ENSMUSP00000035650;ENSMUSP00000102349;	230587
Mus_musculus	Arnt2	ENSMUSG00000015709	bHLH	ENSMUSP00000146776;ENSMUSP00000082154;ENSMUSP00000147129;ENSMUSP00000146868;ENSMUSP00000146413;ENSMUSP00000146599;ENSMUSP00000146414;	11864
Mus_musculus	Tox4	ENSMUSG00000016831	HMG	ENSMUSP00000022766;	268741
Mus_musculus	Zfp524	ENSMUSG00000051184	zf-C2H2	ENSMUSP00000147095;ENSMUSP00000083533;ENSMUSP00000146921;	66056
Mus_musculus	Trerf1	ENSMUSG00000116235	zf-C2H2	ENSMUSP00000155047;ENSMUSP00000155434;	-
Mus_musculus	Lhx3	ENSMUSG00000026934	Homeobox	ENSMUSP00000056822;ENSMUSP00000028302;	16871
Mus_musculus	Irf6	ENSMUSG00000026638	IRF	ENSMUSP00000075839;	54139
Mus_musculus	Zfp57	ENSMUSG00000036036	zf-C2H2	ENSMUSP00000134418;ENSMUSP00000087414;ENSMUSP00000135655;ENSMUSP00000133894;ENSMUSP00000133821;ENSMUSP00000065811;	22715
Mus_musculus	Hoxd10	ENSMUSG00000050368	Homeobox	ENSMUSP00000062412;	15430
Mus_musculus	Klf13	ENSMUSG00000052040	zf-C2H2	ENSMUSP00000067680;	50794
Mus_musculus	Vdr	ENSMUSG00000022479	THR-like	ENSMUSP00000134584;ENSMUSP00000023119;ENSMUSP00000116842;	22337
Mus_musculus	Zfp653	ENSMUSG00000038895	zf-C2H2	ENSMUSP00000045895;ENSMUSP00000137064;	319601
Mus_musculus	BC024063	ENSMUSG00000112160	zf-C2H2	ENSMUSP00000151688;	666584
Mus_musculus	Zscan29	ENSMUSG00000050619	zf-C2H2	ENSMUSP00000106289;ENSMUSP00000125987;	99334
Mus_musculus	Egr2	ENSMUSG00000037868	zf-C2H2	ENSMUSP00000041053;ENSMUSP00000116799;ENSMUSP00000101078;	13654
Mus_musculus	Zfp553	ENSMUSG00000045598	zf-C2H2	ENSMUSP00000060967;ENSMUSP00000101919;	233887
Mus_musculus	Id2	ENSMUSG00000020644	bHLH	ENSMUSP00000152052;ENSMUSP00000152069;ENSMUSP00000020974;	15902
Mus_musculus	Heyl	ENSMUSG00000032744	bHLH	ENSMUSP00000040576;	56198
Mus_musculus	Nr6a1	ENSMUSG00000063972	GCNF-like	ENSMUSP00000121234;ENSMUSP00000115164;ENSMUSP00000126009;ENSMUSP00000108498;ENSMUSP00000075624;	14536
Mus_musculus	Zscan25	ENSMUSG00000070420	zf-C2H2	ENSMUSP00000091664;	666311
Mus_musculus	Pax3	ENSMUSG00000004872	PAX	ENSMUSP00000004994;ENSMUSP00000084320;	18505
Mus_musculus	Mga	ENSMUSG00000033943	T-box	ENSMUSP00000106401;ENSMUSP00000119044;ENSMUSP00000043795;ENSMUSP00000078853;ENSMUSP00000106400;	29808
Mus_musculus	Gm14399	ENSMUSG00000090093	zf-C2H2	ENSMUSP00000104557;ENSMUSP00000104688;	665001
Mus_musculus	Lmx1b	ENSMUSG00000038765	Homeobox	ENSMUSP00000134944;ENSMUSP00000043616;	16917
Mus_musculus	E2f4	ENSMUSG00000014859	E2F	ENSMUSP00000015003;	104394
Mus_musculus	Gm14409	ENSMUSG00000078869	zf-C2H2	ENSMUSP00000104591;	-
Mus_musculus	Pou1f1	ENSMUSG00000004842	Pou	ENSMUSP00000004964;ENSMUSP00000135574;ENSMUSP00000135113;ENSMUSP00000139087;	18736
Mus_musculus	Stat4	ENSMUSG00000062939	STAT	ENSMUSP00000027277;ENSMUSP00000130713;	20849
Mus_musculus	Zfp664	ENSMUSG00000079215	zf-C2H2	ENSMUSP00000107048;	269704
Mus_musculus	Zfp282	ENSMUSG00000025821	zf-C2H2	ENSMUSP00000053643;	101095
Mus_musculus	Zfp239	ENSMUSG00000042097	zf-C2H2	ENSMUSP00000128270;ENSMUSP00000078374;	22685
Mus_musculus	Rax	ENSMUSG00000024518	Homeobox	ENSMUSP00000025396;	19434
Mus_musculus	Zfp384	ENSMUSG00000038346	zf-C2H2	ENSMUSP00000085648;ENSMUSP00000081296;ENSMUSP00000108043;ENSMUSP00000037986;ENSMUSP00000108047;ENSMUSP00000108044;ENSMUSP00000108046;ENSMUSP00000086354;	269800
Mus_musculus	Carhsp1	ENSMUSG00000008393	CSD	ENSMUSP00000008537;	52502
Mus_musculus	Zfp992	ENSMUSG00000070605	zf-C2H2	ENSMUSP00000101359;	433791
Mus_musculus	Gsc	ENSMUSG00000021095	Homeobox	ENSMUSP00000021513;	14836
Mus_musculus	Nkx6-2	ENSMUSG00000041309	Homeobox	ENSMUSP00000095588;ENSMUSP00000101701;	14912
Mus_musculus	Zfp316	ENSMUSG00000046658	zf-C2H2	ENSMUSP00000125416;ENSMUSP00000059418;	54201
Mus_musculus	Gm9044	ENSMUSG00000112419	MYB	ENSMUSP00000151369;	-
Mus_musculus	Tbx10	ENSMUSG00000037477	T-box	ENSMUSP00000037401;	109575
Mus_musculus	Obox6	ENSMUSG00000041583	Homeobox	ENSMUSP00000104153;	252830
Mus_musculus	Bach1	ENSMUSG00000025612	TF_bZIP	ENSMUSP00000026703;	12013
Mus_musculus	Sry	ENSMUSG00000069036	HMG	ENSMUSP00000088717;	21674
Mus_musculus	Pbx1	ENSMUSG00000052534	Homeobox	ENSMUSP00000134925;ENSMUSP00000135516;ENSMUSP00000066385;ENSMUSP00000072640;ENSMUSP00000140606;	18514
Mus_musculus	Pou6f1	ENSMUSG00000009739	Pou	ENSMUSP00000145707;ENSMUSP00000073504;	19009
Mus_musculus	Zfp180	ENSMUSG00000057101	zf-C2H2	ENSMUSP00000064611;	210135
Mus_musculus	Prdm6	ENSMUSG00000069378	zf-C2H2	ENSMUSP00000111056;ENSMUSP00000111057;ENSMUSP00000114644;ENSMUSP00000089513;	225518
Mus_musculus	Tfcp2l1	ENSMUSG00000026380	CP2	ENSMUSP00000027629;	81879
Mus_musculus	Zfp955a	ENSMUSG00000094441	zf-C2H2	ENSMUSP00000008830;	77652
Mus_musculus	Gatad2b	ENSMUSG00000042390	zf-GATA	ENSMUSP00000142514;ENSMUSP00000041370;ENSMUSP00000142617;ENSMUSP00000143085;ENSMUSP00000145623;	229542
Mus_musculus	Irx2	ENSMUSG00000001504	Homeobox	ENSMUSP00000127963;ENSMUSP00000073976;	16372
Mus_musculus	Foxd3	ENSMUSG00000067261	Fork_head	ENSMUSP00000084541;	15221
Mus_musculus	Zfp975	ENSMUSG00000069727	zf-C2H2	ENSMUSP00000103626;	434179
Mus_musculus	Tead3	ENSMUSG00000002249	TEA	ENSMUSP00000110447;ENSMUSP00000118582;ENSMUSP00000152030;ENSMUSP00000115443;	21678
Mus_musculus	Zfp493	ENSMUSG00000090659	zf-C2H2	ENSMUSP00000132282;ENSMUSP00000152847;	72958
